date,close
05 Aug 14,2219.95
04 Aug 14,2223.33
01 Aug 14,2185.30
31 Jul 14,2201.56
30 Jul 14,2181.24
04 Jul 14,2059.38
03 Jul 14,2063.23
02 Jul 14,2059.42
01 Jul 14,2050.38
30 Jun 14,2048.33
27 Jun 14,2036.51
26 Jun 14,2038.68
25 Jun 14,2025.50
24 Jun 14,2033.93
23 Jun 14,2024.36
20 Jun 14,2026.67
19 Jun 14,2023.73
18 Jun 14,2055.52
17 Jun 14,2066.70
16 Jun 14,2085.98
13 Jun 14,2070.72
12 Jun 14,2051.71
04 Jun 14,2024.83
03 Jun 14,2038.31
30 May 14,2039.21
29 May 14,2040.59
28 May 14,2050.23
27 May 14,2034.56
26 May 14,2041.48
23 May 14,2034.57
22 May 14,2021.29
21 May 14,2024.95
20 May 14,2008.12
19 May 14,2005.18
16 May 14,2026.50
15 May 14,2024.97
14 May 14,2047.91
13 May 14,2050.73
12 May 14,2052.87
09 May 14,2011.14
08 May 14,2015.27
07 May 14,2010.08
06 May 14,2028.04
05 May 14,2027.35
30 Apr 14,2026.36
29 Apr 14,2020.34
28 Apr 14,2003.49
25 Apr 14,2036.52
24 Apr 14,2057.03
23 Apr 14,2067.38
22 Apr 14,2072.83
21 Apr 14,2065.83
18 Apr 14,2097.75
17 Apr 14,2098.89
16 Apr 14,2105.12
15 Apr 14,2101.60
14 Apr 14,2131.54
11 Apr 14,2130.54
10 Apr 14,2134.30
09 Apr 14,2105.24
08 Apr 14,2098.28
04 Apr 14,2058.83
03 Apr 14,2043.70
02 Apr 14,2058.99
01 Apr 14,2047.46
31 Mar 14,2033.31
28 Mar 14,2041.71
27 Mar 14,2046.59
26 Mar 14,2063.67
25 Mar 14,2067.31
24 Mar 14,2066.28
21 Mar 14,2047.62
20 Mar 14,1993.48
19 Mar 14,2021.73
18 Mar 14,2025.20
17 Mar 14,2023.67
14 Mar 14,2004.34
13 Mar 14,2019.11
12 Mar 14,1997.69
11 Mar 14,2001.16
10 Mar 14,1999.06
07 Mar 14,2057.91
06 Mar 14,2059.58
05 Mar 14,2053.08
04 Mar 14,2071.47
03 Mar 14,2075.24
28 Feb 14,2056.30
27 Feb 14,2047.35
26 Feb 14,2041.25
25 Feb 14,2034.22
24 Feb 14,2076.69
21 Feb 14,2113.69
20 Feb 14,2138.78
19 Feb 14,2142.55
18 Feb 14,2119.07
17 Feb 14,2135.42
14 Feb 14,2115.85
13 Feb 14,2098.40
12 Feb 14,2109.96
11 Feb 14,2103.67
10 Feb 14,2086.07
07 Feb 14,2044.50
30 Jan 14,2033.08
29 Jan 14,2049.91
28 Jan 14,2038.51
27 Jan 14,2033.30
24 Jan 14,2054.39
23 Jan 14,2042.18
22 Jan 14,2051.75
21 Jan 14,2008.31
20 Jan 14,1991.25
17 Jan 14,2004.95
16 Jan 14,2023.70
15 Jan 14,2023.35
14 Jan 14,2026.84
13 Jan 14,2009.56
10 Jan 14,2013.30
09 Jan 14,2027.62
08 Jan 14,2044.34
07 Jan 14,2047.32
06 Jan 14,2045.71
03 Jan 14,2083.14
02 Jan 14,2109.39
31 Dec 13,2115.98
30 Dec 13,2097.53
27 Dec 13,2101.25
26 Dec 13,2073.10
25 Dec 13,2106.35
24 Dec 13,2092.91
23 Dec 13,2089.71
20 Dec 13,2084.79
19 Dec 13,2127.79
18 Dec 13,2148.28
17 Dec 13,2151.08
16 Dec 13,2160.86
13 Dec 13,2196.07
12 Dec 13,2202.80
11 Dec 13,2204.17
10 Dec 13,2237.49
09 Dec 13,2238.20
06 Dec 13,2237.11
05 Dec 13,2247.06
04 Dec 13,2251.76
03 Dec 13,2222.67
02 Dec 13,2207.37
29 Nov 13,2220.50
28 Nov 13,2219.37
27 Nov 13,2201.07
26 Nov 13,2183.07
25 Nov 13,2186.11
22 Nov 13,2196.38
21 Nov 13,2205.77
